IWM: iShares Russell 2000 ETF
Inception Date: 2000-05-22
Fund Holdings as of: 2024-02-29
Total Assets Under Management (in thousands):	61920400
Shares Outstanding: 306000000
Expense Ratio: 0.19%
Tracks This Index: Russell 2000 Index
ETF Database Category: Small Cap Blend Equities
"Issuer: BlackRock, Inc."
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IWM


Holding,Symbol,Weighting
Camden National Corporation,CAC,0.02%
"CBL & Associates Properties, Inc.",CBL,0.02%
"Medifast, Inc.",MED,0.02%
CNB Financial Corporation,CCNE,0.02%
Coastal Financial Corporation,CCB,0.02%
"Northfield Bancorp, Inc.",NFBK,0.02%
Savers Value Village Inc.,SVV,0.02%
"Mission Produce, Inc.",AVO,0.02%
Gladstone Commercial Corporation,GOOD,0.02%
"International Money Express, Inc.",IMXI,0.02%
Titan Machinery Inc.,TITN,0.02%
Novagold Resources Inc,NG,0.02%
Anterix Inc.,ATEX,0.02%
"MediaAlpha, Inc. Class A",MAX,0.02%
"Mersana Therapeutics, Inc.",MRSN,0.02%
"DXP Enterprises, Inc.",DXPE,0.02%
"Enhabit, Inc",EHAB,0.02%
York Water Company,YORW,0.02%
"Castle Biosciences, Inc.",CSTL,0.02%
"First Foundation, Inc.",FFWM,0.02%
enCore Energy Corp.,EU,0.02%
"MeridianLink, Inc.",MLNK,0.02%
"Calavo Growers, Inc.",CVGW,0.02%
"Gray Television, Inc.",GTN,0.02%
"Cross Country Healthcare, Inc.",CCRN,0.02%
"CapStar Financial Holdings, Inc.",CSTR,0.02%
"Lyell Immunopharma, Inc.",LYEL,0.02%
ACCO Brands Corporation,ACCO,0.02%
Alerus Financial Corporation,ALRS,0.02%
BigCommerce Holdings Inc,BIGC,0.02%
Marinus Pharmaceuticals Inc,MRNS,0.02%
"MicroVision, Inc.",MVIS,0.02%
Heritage Commerce Corp,HTBK,0.02%
Tiptree Inc.,TIPT,0.02%
"Radius Recycling, Inc. Class A",RDUS,0.02%
"Kura Sushi USA, Inc. Class A",KRUS,0.02%
Atrion Corporation,ATRI,0.02%
"Sinclair, Inc. Class A",SBGI,0.02%
"Kodiak Gas Services, Inc.",KGS,0.02%
ProAssurance Corporation,PRA,0.02%
LSI Industries Inc.,LYTS,0.02%
American National Bankshares Inc.,AMNB,0.02%
"Haverty Furniture Companies, Inc.",HVT,0.02%
Invesco Mortgage Capital Inc.,IVR,0.02%
UroGen Pharma Ltd.,URGN,0.02%
"Washington Trust Bancorp, Inc.",WASH,0.02%
"Orthofix Medical, Inc.",OFIX,0.02%
Farmers National Banc Corp.,FMNB,0.02%
"Saul Centers, Inc.",BFS,0.02%
"FuelCell Energy, Inc.",FCEL,0.02%
"Shoe Carnival, Inc.",SCVL,0.02%
AVITA Medical Inc,RCEL,0.02%
SilverBow Resources Inc,SBOW,0.02%
"Treace Medical Concepts, Inc.",TMCI,0.02%
"NETGEAR, Inc.",NTGR,0.02%
"MetroCity Bankshares, Inc.",MCBS,0.02%
"Travere Therapeutics, Inc.",TVTX,0.02%
"Aviat Networks, Inc.",AVNW,0.02%
"Equity Bancshares, Inc. Class A",EQBK,0.02%
Farmland Partners Inc,FPI,0.02%
"Clearfield, Inc.",CLFD,0.02%
Aehr Test Systems,AEHR,0.02%
Forestar Group Inc.,FOR,0.02%
Cerence Inc.,CRNC,0.02%
"Old Second Bancorp, Inc.",OSBC,0.02%
"Vishay Precision Group, Inc.",VPG,0.02%
TrustCo Bank Corp NY,TRST,0.02%
"USANA Health Sciences, Inc.",USNA,0.02%
"Hackett Group, Inc.",HCKT,0.02%
"Universal Technical Institute, Inc.",UTI,0.02%
"OraSure Technologies, Inc.",OSUR,0.02%
"Manitowoc Company, Inc.",MTW,0.02%
"Horizon Bancorp, Inc.",HBNC,0.02%
"TTEC Holdings, Inc.",TTEC,0.02%
Denny\'s Corporation,DENN,0.02%
"Nurix Therapeutics, Inc.",NRIX,0.02%
"Byline Bancorp, Inc.",BY,0.02%
"BioLife Solutions, Inc.",BLFS,0.02%
Nikola Corporation,NKLA,0.02%
"Miller Industries, Inc.",MLR,0.02%
"Newpark Resources, Inc.",NR,0.02%
"Duckhorn Portfolio, Inc.",NAPA,0.02%
"VAALCO Energy, Inc.",EGY,0.02%
"Cullinan Oncology, Inc.",CGEM,0.02%
Atlanta Braves Holdings Inc Class A,BATRA,0.02%
"SurModics, Inc.",SRDX,0.02%
"OmniAb, Inc.",OABI,0.02%
"LendingTree, Inc.",TREE,0.02%
Cambridge Bancorp,CATC,0.02%
Theravance Biopharma Inc,TBPH,0.02%
"Mesa Laboratories, Inc.",MLAB,0.02%
"Ramaco Resources, Inc. Class A",METC,0.02%
Adaptive Biotechnologies Corp.,ADPT,0.02%
Centrus Energy Corp. Class A,LEU,0.02%
"Diamond Hill Investment Group, Inc.",DHIL,0.02%
National Research Corporation,NRC,0.02%
Consolidated Water Co. Ltd.,CWCO,0.02%
Century Aluminum Company,CENX,0.02%
"RMR Group, Inc. Class A",RMR,0.02%
ImmunityBio Inc,IBRX,0.02%
"HomeTrust Bancshares, Inc.",HTBI,0.02%
Ducommun Incorporated,DCO,0.02%
"Xeris Biopharma Holdings, Inc.",XERS,0.02%
"Axogen, Inc.",AXGN,0.02%
Clean Energy Fuels Corp.,CLNE,0.02%
"America\'s Car-Mart, Inc.",CRMT,0.02%
"RCI Hospitality Holdings, Inc.",RICK,0.02%
"Eventbrite, Inc. Class A",EB,0.02%
Clearwater Paper Corporation,CLW,0.02%
MultiPlan Corp Class A,MPLN,0.02%
Gladstone Land Corp.,LAND,0.02%
"Orchid Island Capital, Inc.",ORC,0.02%
Perella Weinberg Partners Class A,PWP,0.02%
"Weave Communications, Inc.",WEAV,0.02%
Independent Bank Corporation,IBCP,0.02%
"Capital City Bank Group, Inc.",CCBG,0.02%
Amalgamated Financial Corp,AMAL,0.02%
"AngioDynamics, Inc.",ANGO,0.01%
"Alta Equipment Group, Inc.",ALTG,0.01%
Luther Burbank Corporation,LBC,0.01%
"Funko, Inc. Class A",FNKO,0.01%
"ATN International, Inc.",ATNI,0.01%
"Codorus Valley Bancorp, Inc.",CVLY,0.01%
Aura Biosciences Inc,AURA,0.01%
Entravision Communications Corporation Class A,EVC,0.01%
Vivid Seats Inc. Class A,SEAT,0.01%
"Outbrain, Inc.",OB,0.01%
Immuneering Corp. Class A,IMRX,0.01%
Viemed Healthcare Inc,VMD,0.01%
Vanda Pharmaceuticals Inc.,VNDA,0.01%
Ames National Corporation,ATLO,0.01%
"Safe Bulkers, Inc.",SB,0.01%
"Sanara MedTech, Inc.",SMTI,0.01%
Bowlero Corp. Class A,BOWL,0.01%
Unisys Corporation,UIS,0.01%
"Solid Power, Inc. Class A",SLDP,0.01%
"Montauk Renewables, Inc.",MNTK,0.01%
"TrueBlue, Inc.",TBI,0.01%
"Weyco Group, Inc.",WEYS,0.01%
Lovesac Company,LOVE,0.01%
"RAPT Therapeutics, Inc.",RAPT,0.01%
"Sutro Biopharma, Inc.",STRO,0.01%
"NewtekOne, Inc.",NEWT,0.01%
"Poseida Therapeutics, Inc.",PSTX,0.01%
MVB Financial Corp.,MVBF,0.01%
"Neumora Therapeutics, Inc.",NMRA,0.01%
Holley Inc.,HLLY,0.01%
"Greenlight Capital Re, Ltd. Class A",GLRE,0.01%
"TrueCar, Inc.",TRUE,0.01%
OneWater Marine Inc Class A,ONEW,0.01%
ModivCare Inc.,MODV,0.01%
Joint Corp.,JYNT,0.01%
"Prime Medicine, Inc.",PRME,0.01%
SES AI Corporation Class A,SES,0.01%
"Farmers & Merchants Bancorp, Inc.",FMAO,0.01%
"Citizens Financial Services, Inc.",CZFS,0.01%
"Sportsman\'s Warehouse Holdings, Inc.",SPWH,0.01%
Atomera Incorporated,ATOM,0.01%
"2seventy Bio, Inc.",TSVT,0.01%
Park Aerospace Corp.,PKE,0.01%
Silvercrest Asset Management Group Inc. Class A,SAMG,0.01%
"ChoiceOne Financial Services, Inc.",COFS,0.01%
"Inogen, Inc.",INGN,0.01%
Douglas Elliman Inc.,DOUG,0.01%
"Microvast Holdings, Inc.",MVST,0.01%
"Pulse Biosciences, Inc.",PLSE,0.01%
"Enanta Pharmaceuticals, Inc.",ENTA,0.01%
Five Star Bancorp,FSBC,0.01%
Hooker Furnishings Corporation,HOFT,0.01%
C&F Financial Corporation,CFFI,0.01%
"BrightView Holdings, Inc.",BV,0.01%
"Natural Grocers by Vitamin Cottage, Inc.",NGVC,0.01%
"Consolidated Communications Holdings, Inc.",CNSL,0.01%
"BCB Bancorp, Inc.",BCBP,0.01%
Luxfer Holdings PLC,LXFR,0.01%
"HF Foods Group, Inc.",HFFG,0.01%
"Global Water Resources, Inc.",GWRS,0.01%
Lincoln Educational Services Corporation,LINC,0.01%
Fisker Inc Class A,FSR,0.01%
"ARS Pharmaceuticals, Inc.",SPRY,0.01%
"Cardlytics, Inc.",CDLX,0.01%
"Orange County Bancorp, Inc.",OBT,0.01%
BRC Inc Class A,BRCC,0.01%
"Tyra Bioscience, Inc",TYRA,0.01%
"Intrepid Potash, Inc.",IPI,0.01%
Genelux Corp.,GNLX,0.01%
Plumas Bancorp,PLBC,0.01%
"Harvard Bioscience, Inc.",HBIO,0.01%
"Aris Water Solutions, Inc. Class A",ARIS,0.01%
"Nature\'s Sunshine Products, Inc.",NATR,0.01%
SkyWater Technology Inc,SKYT,0.01%
"Mastercraft Boat Holdings, Inc.",MCFT,0.01%
"Agiliti, Inc.",AGTI,0.01%
"Orion Office REIT, Inc.",ONL,0.01%
Green Dot Corporation Class A,GDOT,0.01%
"Energy Vault Holdings, Inc.",NRGV,0.01%
"National Bankshares, Inc.",NKSH,0.01%
"Postal Realty Trust, Inc. Class A",PSTL,0.01%
NexPoint Diversified Real Estate Trust,NXDT,0.01%
Stem Inc,STEM,0.01%
i-80 Gold Corp,IAU,0.01%
"Compass Therapeutics, Inc.",CMPX,0.01%
"Olema Pharmaceuticals, Inc.",OLMA,0.01%
Target Hospitality Corp.,TH,0.01%
Allient Inc.,ALNT,0.01%
Pangaea Logistics Solutions Ltd.,PANL,0.01%
"Core Molding Technologies, Inc.",CMT,0.01%
"eHealth, Inc.",EHTH,0.01%
"Anika Therapeutics, Inc.",ANIK,0.01%
"Tilly\'s, Inc. Class A",TLYS,0.01%
Agenus Inc.,AGEN,0.01%
"Nextdoor Holdings, Inc. Class A",KIND,0.01%
"CS Disco, Inc.",LAW,0.01%
IBEX Ltd,IBEX,0.01%
"Voyager Therapeutics, Inc.",VYGR,0.01%
"Climb Global Solutions, Inc.",CLMB,0.01%
"Actinium Pharmaceuticals, Inc.",ATNM,0.01%
"Ispire Technology, Inc.",ISPR,0.01%
"Karat Packaging, Inc.",KRT,0.01%
"scPharmaceuticals, Inc.",SCPH,0.01%
Macatawa Bank Corporation,MCBC,0.01%
Immersion Corporation,IMMR,0.01%
"ACELYRIN, INC.",SLRN,0.01%
Advantage Solutions Inc Class A,ADV,0.01%
"Nathan\'s Famous, Inc.",NATH,0.01%
"Rush Street Interactive, Inc. Class A",RSI,0.01%
Evolution Petroleum Corporation,EPM,0.01%
"Nautilus Biotechnolgy, Inc.",NAUT,0.01%
AerSale Corporation,ASLE,0.01%
First of Long Island Corporation,FLIC,0.01%
Rayonier Advanced Materials Inc,RYAM,0.01%
"Monte Rosa Therapeutics, Inc.",GLUE,0.01%
"Omega Flex, Inc.",OFLX,0.01%
Omeros Corporation,OMER,0.01%
"Desktop Metal, Inc. Class A",DM,0.01%
Acacia Research Corporation,ACTG,0.01%
"Karyopharm Therapeutics, Inc.",KPTI,0.01%
"HomeStreet, Inc.",HMST,0.01%
NorthEast Community Bancorp Inc,NECB,0.01%
Sierra Bancorp,BSRR,0.01%
Peoples Financial Services Corp.,PFIS,0.01%
FutureFuel Corp.,FF,0.01%
Marcus Corporation,MCS,0.01%
Northwest Pipe Company,NWPX,0.01%
Donegal Group Inc. Class A,DGICA,0.01%
IRadimed Corp.,IRMD,0.01%
"WW International, Inc.",WW,0.01%
"Foghorn Therapeutics, Inc.",FHTX,0.01%
"ClearPoint Neuro, Inc.",CLPT,0.01%
"Oil States International, Inc.",OIS,0.01%
Ranpak Holdings Corp Class A,PACK,0.01%
SIGA Technologies Inc,SIGA,0.01%
Cooper-Standard Holdings Inc.,CPS,0.01%
"Cricut, Inc. Class A",CRCT,0.01%
Riley Exploration Permian Inc,REPX,0.01%
"Semler Scientific, Inc.",SMLR,0.01%
"Children\'s Place, Inc.",PLCE,0.01%
"Financial Institutions, Inc.",FISI,0.01%
Transphorm Inc,TGAN,0.01%
South Plains Financial Inc,SPFI,0.01%
"Mayville Engineering Company, Inc.",MEC,0.01%
American Vanguard Corporation,AVD,0.01%
BARK Inc Class A,BARK,0.01%
"Overseas Shipholding Group, Inc. Class A",OSG,0.01%
Aaron\'s Company Inc,AAN,0.01%
"RGC Resources, Inc.",RGCO,0.01%
Citizens & Northern Corporation,CZNC,0.01%
Granite Point Mortgage Trust Inc.,GPMT,0.01%
"Gannett Co., Inc.",GCI,0.01%
"Solaris Oilfield Infrastructure, Inc. Class A",SOI,0.01%
"Coherus BioSciences, Inc.",CHRS,0.01%
Atlas Energy Solutions Inc.,AESI,0.01%
"Annexon, Inc.",ANNX,0.01%
"Bridgewater Bancshares, Inc.",BWB,0.01%
"Northrim BanCorp, Inc.",NRIM,0.01%
"Bowman Consulting Group, Ltd.",BWMN,0.01%
Genie Energy Ltd. Class B,GNE,0.01%
"First Bancorp, Inc.",FNLC,0.01%
"Ranger Energy Services, Inc. Class A",RNGR,0.01%
"Inspired Entertainment, Inc.",INSE,0.01%
Landsea Homes Corporation,LSEA,0.01%
"BuildABear Workshop, Inc.",BBW,0.01%
GrafTech International Ltd.,EAF,0.01%
"Nerdy, Inc. Class A",NRDY,0.01%
Quipt Home Medical Corp,QIPT,0.01%
"Gencor Industries, Inc.",GENC,0.01%
"Forum Energy Technologies, Inc.",FET,0.01%
"JAKKS Pacific, Inc.",JAKK,0.01%
Chemung Financial Corporation,CHMG,0.01%
"HBT Financial, Inc.",HBT,0.01%
Investors Title Company,ITIC,0.01%
"Lexicon Pharmaceuticals, Inc.",LXRX,0.01%
Fennec Pharmaceuticals Inc.,FRX,0.01%
Hippo Holdings Inc,HIPO,0.01%
Primis Financial Corp.,FRST,0.01%
"Third Harmonic Bio, Inc.",THRD,0.01%
"Concrete Pumping Holdings, Inc. Class A",BBCP,0.01%
"WideOpenWest, Inc.",WOW,0.01%
"Rocky Brands, Inc.",RCKY,0.01%
SunPower Corporation,SPWR,0.01%
NextNav Inc.,NN,0.01%
"Sangamo Therapeutics, Inc.",SGMO,0.01%
"AST SpaceMobile, Inc. Class A",ASTS,0.01%
"GCM Grosvenor, Inc. Class A",GCMG,0.01%
"West Bancorporation, Inc.",WTBA,0.01%
Oil-Dri Corporation of America,ODC,0.01%
Westrock Coffee Company,WEST,0.01%
BayCom Corp.,BCML,0.01%
"thredUP, Inc. Class A",TDUP,0.01%
OptimizeRx Corporation,OPRX,0.01%
"Velocity Financial, Inc.",VEL,0.01%
"InfuSystem Holdings, Inc.",INFU,0.01%
"Viant Technology, Inc. Class A",DSP,0.01%
"Rackspace Technology, Inc.",RXT,0.01%
"Longboard Pharmaceuticals, Inc.",LBPH,0.01%
Atlanticus Holdings Corp.,ATLC,0.01%
Wave Life Sciences Ltd.,WVE,0.01%
"Quad/Graphics, Inc. Class A",QUAD,0.01%
"Humacyte, Inc.",HUMA,0.01%
ProFrac Holding Corp. Class A,ACDC,0.01%
"Mistras Group, Inc.",MG,0.01%
"Red Violet, Inc.",RDVT,0.01%
AMMO Inc,POWW,0.01%
Caledonia Mining Corporation PLC,CMCL,0.01%
"AFC Gamma, Inc.",AFCG,0.01%
Norwood Financial Corp.,NWFL,0.01%
DMC Global Inc.,BOOM,0.01%
"CVRx, Inc.",CVRX,0.01%
Trinseo PLC,TSE,0.01%
Himalaya Shipping Ltd.,HSHP,0.01%
"Xponential Fitness, Inc. Class A",XPOF,0.01%
"Radiant Logistics, Inc.",RLGT,0.01%
23andMe Holding Co. Class A,ME,0.01%
Applied Digital Corporation,APLD,0.01%
"Southern States Bancshares, Inc.",SSBK,0.01%
"Global Business Travel Group, Inc. Class A",GBTG,0.01%
"GoPro, Inc. Class A",GPRO,0.01%
XOMA Corporation,XOMA,0.01%
Comtech Telecommunications Corp.,CMTL,0.01%
Performant Financial Corporation,PFMT,0.01%
Ocwen Financial Corporation,OCN,0.01%
"Chicago Atlantic Real Estate Finance, Inc.",REFI,0.01%
Zumiez Inc.,ZUMZ,0.01%
908 Devices Inc.,MASS,0.01%
"Enliven Therapeutics, Inc.",ELVN,0.01%
"EverCommerce, Inc.",EVCM,0.01%
Crawford & Company Class A,CRD.A,0.01%
"EverQuote, Inc. Class A",EVER,0.01%
Fidelis Insurance Holdings Ltd.,FIHL,0.01%
"FVCBankcorp, Inc.",FVCB,0.01%
"SoundThinking, Inc.",SSTI,0.01%
Rimini Street Inc Class A,RMNI,0.01%
Biomea Fusion Inc,BMEA,0.01%
"Tactile Systems Technology, Inc.",TCMD,0.01%
SEACOR Marine Holdings Inc,SMHI,0.01%
Tejon Ranch Co.,TRC,0.01%
"Spok Holdings, Inc.",SPOK,0.01%
"Atea Pharmaceuticals, Inc.",AVIR,0.01%
"Red River Bancshares, Inc.",RRBI,0.01%
"Full House Resorts, Inc.",FLL,0.01%
Beauty Health Company Class A,SKIN,0.01%
"Aldeyra Therapeutics, Inc.",ALDX,0.01%
"Ventyx Biosciences, Inc.",VTYX,0.01%
"Outset Medical, Inc.",OM,0.01%
"Blade Air Mobility, Inc. Class A",BLDE,0.01%
"Aerovate Therapeutics, Inc.",AVTE,0.01%
"Daseke, Inc.",DSKE,0.01%
Blue Foundry Bancorp,BLFY,0.01%
"Lindblad Expeditions Holdings, Inc.",LIND,0.01%
"Zynex, Inc.",ZYXI,0.01%
Burke Herbert Financial Services Corp,BHRB,0.01%
"Domo, Inc. Class B",DOMO,0.01%
"Village Super Market, Inc. Class A",VLGEA,0.01%
"Stoke Therapeutics, Inc.",STOK,0.01%
"Inozyme Pharma, Inc.",INZY,0.01%
LCNB Corp.,LCNB,0.01%
"Civista Bancshares, Inc.",CIVB,0.01%
Third Coast Bancshares Inc,TCBX,0.01%
BRT Apartments Corp,BRT,0.01%
Artesian Resources Corporation Class A,ARTNA,0.01%
Virginia National Bankshares Corporation,VABK,0.01%
"bluebird bio, Inc.",BLUE,0.01%
"Lands\' End, Inc.",LE,0.01%
"Kodiak Sciences, Inc.",KOD,0.01%
"Shyft Group, Inc.",SHYF,0.01%
Anavex Life Sciences Corp.,AVXL,0.01%
Quantum-Si Incorporated Class A,QSI,0.01%
"Shore Bancshares, Inc.",SHBI,0.01%
Turtle Beach Corporation,HEAR,0.01%
PepGen Inc.,PEPG,0.01%
Star Holdings,STHO,0.01%
"Stitch Fix, Inc. Class A",SFIX,0.01%
"W&T Offshore, Inc.",WTI,0.01%
"Gevo, Inc.",GEVO,0.01%
Thoughtworks Holding Inc,TWKS,0.01%
"Southern First Bancshares, Inc.",SFST,0.01%
Bally\'s Corporation,BALY,0.01%
"LiveWire Group, Inc.",LVWR,0.01%
Taro Pharmaceutical Industries Ltd.,TARO,0.01%
"Bit Digital, Inc.",BTBT,0.01%
E. W. Scripps Company Class A,SSP,0.01%
"Iteris, Inc.",ITI,0.01%
BlackSky Technology Inc Class A,BKSY,0.01%
"Community Health Systems, Inc.",CYH,0.01%
Precigen Inc,PGEN,0.01%
"Mineralys Therapeutics, Inc.",MLYS,0.01%
"Enfusion, Inc. Class A",ENFN,0.01%
"Cantaloupe, Inc.",CTLP,0.01%
"First Business Financial Services, Inc.",FBIZ,0.01%
Heron Therapeutics Inc,HRTX,0.01%
Emergent BioSolutions Inc.,EBS,0.01%
"Butterfly Network, Inc. Class A",BFLY,0.01%
"Braemar Hotels & Resorts, Inc.",BHR,0.01%
Eastman Kodak Company,KODK,0.01%
"Willdan Group, Inc.",WLDN,0.01%
"Erasca, Inc.",ERAS,0.01%
"Summit Financial Group, Inc.",SMMF,0.01%
"Parke Bancorp, Inc.",PKBK,0.01%
FRP Holdings Inc,FRPH,0.01%
"PLAYSTUDIOS, Inc. Class A",MYPS,0.01%
NuScale Power Corporation Class A,SMR,0.01%
"iHeartMedia, Inc. Class A",IHRT,0.01%
"Mid Penn Bancorp, Inc.",MPB,0.01%
"FS Bancorp, Inc.",FSBW,0.01%
"Timberland Bancorp, Inc.",TSBK,0.01%
CTO Realty Growth Inc,CTO,0.01%
Regional Management Corp.,RM,0.01%
"Zevra Therapeutics, Inc.",ZVRA,0.01%
"RE/MAX Holdings, Inc. Class A",RMAX,0.01%
"Sharecare, Inc. Class A",SHCR,0.01%
Clarus Corporation,CLAR,0.01%
Hingham Institution for Savings,HIFS,0.01%
DocGo Inc.,DCGO,0.01%
"Forrester Research, Inc.",FORR,0.01%
Northeast Bank,NBN,0.01%
Cerus Corporation,CERS,0.01%
"FibroGen, Inc.",FGEN,0.01%
"Phathom Pharmaceuticals, Inc.",PHAT,0.01%
Potbelly Corp.,PBPB,0.01%
HighPeak Energy Inc,HPK,0.01%
"Capital Bancorp, Inc.",CBNK,0.01%
"Ribbon Communications, Inc.",RBBN,0.01%
"Tile Shop Holdings, Inc.",TTSH,0.01%
"Granite Ridge Resources, Inc.",GRNT,0.01%
"ContextLogic, Inc. Class A",WISH,0.01%
"Reservoir Media, Inc.",RSVR,0.01%
"Guaranty Bancshares, Inc.",GNTY,0.01%
Scilex Holding Company,SCLX,0.01%
"One Liberty Properties, Inc.",OLP,0.01%
Ooma Inc,OOMA,0.01%
Boston Omaha Corp. Class A,BOC,0.01%
CorMedix Inc.,CRMD,0.01%
Tucows Inc.,TCX,0.01%
"Destination XL Group, Inc.",DXLG,0.01%
"PlayAGS, Inc.",AGS,0.01%
"EVgo, Inc. Class A",EVGO,0.01%
Carriage Services Inc.,CSV,0.01%
El Pollo Loco Holdings Inc,LOCO,0.01%
"Tenaya Therapeutics, Inc.",TNYA,0.01%
American Well Corporation Class A,AMWL,0.01%
RBB Bancorp,RBB,0.01%
Oak Valley Bancorp,OVLY,0.01%
NextDecade Corp.,NEXT,0.01%
"Commercial Vehicle Group, Inc.",CVGI,0.01%
Arbutus Biopharma Corporation,ABUS,0.01%
Seneca Foods Corporation Class A,SENEA,0.01%
"City Office REIT, Inc.",CIO,0.01%
Carrols Restaurant Group Inc,TAST,0.01%
"Ring Energy, Inc.",REI,0.01%
"Kronos Worldwide, Inc.",KRO,0.01%
"Larimar Therapeutics, Inc.",LRMR,0.01%
HireRight Holdings Corp,HRT,0.01%
"iTeos Therapeutics, Inc.",ITOS,0.01%
Park-Ohio Holdings Corp.,PKOH,0.01%
Ovid Therapeutics Inc.,OVID,0.01%
"ESSA Bancorp, Inc.",ESSA,0.01%
Greif Inc Class B,GEF.B,0.01%
"IGM Biosciences, Inc.",IGMS,0.01%
"Home Bancorp, Inc.",HBCP,0.01%
Blink Charging Co,BLNK,0.01%
CarParts.com Inc,PRTS,0.01%
"Angel Oak Mortgage REIT, Inc.",AOMR,0.01%
MBIA Inc.,MBI,0.01%
"Excelerate Energy, Inc. Class A",EE,0.01%
"Organogenesis Holdings, Inc. Class A",ORGO,0.01%
Innodata Inc.,INOD,0.01%
"NACCO Industries, Inc. Class A",NC,0.01%
Waldencast plc Class A,WALD,0.01%
"Harrow, Inc.",HROW,0.01%
"Distribution Solutions Group, Inc.",DSGR,0.01%
"Princeton Bancorp, Inc.",BPRN,0.01%
"Rigel Pharmaceuticals, Inc.",RIGL,0.01%
Pure Cycle Corporation,PCYO,0.01%
PCB Bancorp,PCB,0.01%
MeiraGTx Holdings Plc,MGTX,0.01%
Custom Truck One Source Inc,CTOS,0.01%
"Digital Turbine, Inc.",APPS,0.01%
Pulmonx Corp.,LUNG,0.01%
"ON24, Inc.",ONTF,0.01%
Hyliion Holdings Corp. Class A,HYLN,0.01%
Johnson Outdoors Inc. Class A,JOUT,0.01%
"Nuvation Bio, Inc. Class A",NUVB,0.01%
Amplify Energy Corp.,AMPY,0.01%
SelectQuote Inc,SLQT,0.01%
"Terns Pharmaceuticals, Inc.",TERN,0.01%
"Unity Bancorp, Inc.",UNTY,0.01%
"John Marshall Bancorp, Inc.",JMSB,0.01%
"Esquire Financial Holdings, Inc.",ESQ,0.01%
Limoneira Company,LMNR,0.01%
Grindr Inc.,GRND,0.01%
Luna Innovations Incorporated,LUNA,0.01%
"Frontier Group Holdings, Inc.",ULCC,0.01%
"Orrstown Financial Services, Inc.",ORRF,0.01%
"American Software, Inc. Class A",AMSWA,0.01%
"Daktronics, Inc.",DAKT,0.01%
"Big Lots, Inc.",BIG,0.01%
"Universal Logistics Holdings, Inc.",ULH,0.01%
"Nkarta, Inc.",NKTX,0.01%
"Colony Bankcorp, Inc.",CBAN,0.01%
"Merrimack Pharmaceuticals, Inc.",MACK,0.01%
"Evans Bancorp, Inc.",EVBN,0.01%
Sleep Number Corporation,SNBR,0.01%
Genesco Inc.,GCO,0.01%
"Escalade, Incorporated",ESCA,0.01%
"8x8, Inc.",EGHT,0.01%
Piedmont Lithium Inc,PLL,0.01%
Phibro Animal Health Corporation Class A,PAHC,0.01%
Ponce Financial Group Inc,PDLB,0.01%
"Penns Woods Bancorp, Inc.",PWOD,0.01%
Accuray Incorporated,ARAY,0.01%
First Bank,FRBA,0.01%
Preformed Line Products Company,PLPC,0.01%
Planet Labs PBC Class A,PL,0.01%
"Codexis, Inc.",CDXS,0.01%
"Gritstone bio, Inc.",GRTS,0.01%
"Carter Bankshares, Inc.",CARE,0.01%
"Fidelity D & D Bancorp, Inc.",FDBC,0.01%
"Waterstone Financial, Inc.",WSBF,0.01%
"1-800-FLOWERS.COM, Inc. Class A",FLWS,0.01%
"Consensus Cloud Solutions, Inc.",CCSI,0.01%
"Forge Global Holdings, Inc.",FRGE,0.01%
Central Valley Community Bancorp,CVCY,0.01%
"Utah Medical Products, Inc.",UTMD,0.01%
Legacy Housing Corporation,LEGH,0.01%
"Asure Software, Inc.",ASUR,0.01%
"Bankwell Financial Group, Inc.",BWFG,0.01%
"Alico, Inc.",ALCO,0.01%
"Alpine Income Property Trust, Inc.",PINE,0.01%
ACNB Corporation,ACNB,0.01%
"Vera Bradley, Inc.",VRA,0.01%
Middlefield Banc Corp.,MBCN,0.01%
"CommScope Holding Co., Inc.",COMM,0.01%
PDS Biotechnology Corp.,PDSB,0.01%
iRobot Corporation,IRBT,0.01%
Latham Group Inc,SWIM,0.01%
"SandRidge Energy, Inc.",SD,0.01%
Bank of Marin Bancorp,BMRC,0.01%
"Information Services Group, Inc.",III,0.01%
Snap One Holdings Corp.,SNPO,0.01%
"Enterprise Bancorp, Inc.",EBTC,0.01%
Entrada Therapeutics Inc,TRDA,0.01%
"P10, Inc. Class A",PX,0.01%
TeraWulf Inc.,WULF,0.01%
"Greene County Bancorp, Inc.",GCBC,0.01%
Willis Lease Finance Corporation,WLFC,0.01%
Celcuity Inc.,CELC,0.01%
Hallador Energy Co,HNRG,0.01%
American Coastal Insurance Corporation,ACIC,0.01%
"SmartFinancial, Inc.",SMBK,0.01%
"Purple Innovation, Inc.",PRPL,0.0%
AlloVir Inc,ALVR,0.0%
ProKidney Corp. Class A,PROK,0.0%
"KLX Energy Services Holdings, Inc.",KLXE,0.0%
Bank7 Corp.,BSVN,0.0%
"Aclaris Therapeutics, Inc.",ACRS,0.0%
"Sterling Bancorp, Inc.",SBT,0.0%
Cambium Networks Corporation,CMBM,0.0%
Cipher Mining Inc,CIFR,0.0%
Glatfelter Corporation,GLT,0.0%
"Eos Energy Enterprises, Inc. Class A",EOSE,0.0%
Mural Oncology Plc,MURA,0.0%
Urban One Inc Class D,UONEK,0.0%
